Time            Diameter        States Found    Distinct States Queue Size      
11:04:10        22              272139605       86810808        49089168        
11:05:10        22              272513161       86924727        49156788        
11:06:10        22              272884583       87040477        49225803        
11:07:10        22              273269528       87149266        49284813        
11:08:10        22              273662946       87262452        49345136        
11:09:10        22              274062666       87384161        49414678        
11:10:10        22              274478277       87500218        49473304        
11:11:10        22              274863852       87613791        49537945        
11:12:10        22              275247267       87717706        49594140        
11:13:10        22              275631157       87820301        49647904        
11:14:10        22              276011743       87938784        49718737        
11:15:10        22              276399454       88040968        49771448        
11:16:10        22              276783737       88142118        49825518        
11:17:10        22              277175784       88255018        49887409        
11:18:10        22              277550019       88362970        49950684        
11:19:10        22              277945774       88469675        50007030        
11:20:10        22              278340290       88567008        50054006        
11:21:10        22              278727631       88677543        50115186        
11:22:10        22              279125288       88778393        50165057        
11:23:10        22              279491410       88891662        50231735        
11:24:10        22              279881963       89020166        50309844        
11:25:10        22              280264278       89137813        50380734        
11:26:10        22              280664447       89254794        50444594        
11:27:10        22              281063005       89358960        50495673        
11:28:10        22              281464009       89463927        50546187        
11:29:10        22              281852058       89578363        50612612        
11:30:10        22              282261243       89691701        50670566        
11:31:10        22              282645454       89811540        50742939        
11:32:10        22              283030443       89931626        50816041        
11:33:10        22              283411185       90053723        50892555        
11:34:10        22              283796234       90168332        50960654        
11:35:10        22              284188393       90282955        51027010        
11:36:10        22              284584999       90398913        51089070        
11:37:10        22              284971314       90511289        51152366        
11:38:10        22              285364057       90615191        51206070        
11:39:10        22              285739446       90730095        51276967        
11:40:10        22              286115729       90844415        51347039        
11:41:10        22              286501371       90951762        51408072        
11:42:10        22              286885709       91066011        51476184        
11:43:10        22              287276194       91184066        51545625        
11:44:10        22              287662589       91300891        51614550        
11:45:10        22              288065906       91431459        51690675        
11:46:10        22              288490952       91556000        51752348        
11:47:10        22              288902512       91664305        51802278        
11:48:10        22              289305726       91775002        51859341        
11:49:10        22              289693626       91904227        51939475        
11:50:10        22              290096487       92021666        52002874        
11:51:10        22              290485495       92130056        52063187        errors: 0, warnings: 0, exit_state: 0

11:52:10        22              290884063       92252648        52133431        
11:53:10        22              291273873       92381083        52212338        
11:54:10        22              291671890       92508981        52287707        
11:55:10        22              292073901       92628843        52353727        
11:56:10        22              292465469       92744066        52413829        
11:57:10        22              292876020       92864307        52477854        
11:58:10        22              293290239       92985046        52541117        
11:59:10        22              293701120       93104988        52604291        
12:00:10        22              294093463       93231031        52680530        
12:01:10        22              294510472       93347148        52738732        
12:02:10        22              294924927       93463293        52797368        
12:03:10        22              295355567       93578043        52848762        
12:04:10        22              295773713       93696595        52907372        
12:05:10        22              296184446       93806350        52958485        
12:06:10        22              296576407       93933928        53025405        
12:07:10        22              296974584       94091864        53128928        
12:08:10        22              297368517       94242402        53226825        
12:09:10        22              297765305       94386313        53317124        
12:10:10        22              298167111       94529862        53405323        
12:11:10        22              298569709       94668669        53487571        
12:12:10        22              298975714       94804990        53566715        
12:13:10        22              299387780       94944762        53648522        
12:14:10        22              299802557       95091641        53736478        
12:15:10        22              300213452       95224800        53812546        
12:16:10        22              300629004       95354995        53884846        
12:17:10        22              301040569       95474968        53947319        
12:18:10        22              301436748       95576867        53994584        
12:19:10        22              301838876       95692820        54048530        
12:20:10        22              302248072       95807607        54098311        
12:21:10        22              302648370       95925335        54153828        
12:22:10        22              303061757       96031472        54198337        
12:23:10        22              303439554       96141270        54253728        
12:24:10        22              303830307       96244871        54301568        
12:25:10        22              304207718       96356768        54361648        
12:26:10        22              304570469       96473395        54433673        
12:27:10        22              304933706       96591343        54507328        
12:28:10        22              305279251       96696339        54570149        
12:29:10        22              305633474       96812577        54642076        
12:30:10        22              306008832       96921543        54702471        
12:31:10        22              306372933       97032153        54764649        
12:32:10        22              306751505       97135535        54818608        
12:33:10        22              307109440       97248755        54883658        
12:34:10        22              307468107       97368395        54953633        
12:35:10        22              307839915       97476808        55009085        
12:36:10        22              308210944       97594827        55079999        
12:37:10        22              308588647       97711869        55149584        
12:38:10        22              308961159       97825081        55217929        
12:39:10        22              309335385       97938741        55285833        
12:40:10        22              309709906       98050734        55352701        
12:41:10        22              310079226       98163036        55418995        
12:42:10        22              310451488       98274697        55485112        
12:43:10        22              310816341       98384210        55550892        
12:44:10        22              311196765       98500440        55618273        
12:45:10        22              311576929       98613650        55683433        
12:46:10        22              311958813       98724841        55747119        
12:47:10        22              312335845       98826570        55801703        
12:48:10        22              312719950       98925600        55852464        
12:49:10        22              313103925       99025229        55905081        
12:50:10        22              313498182       99151845        55978972        
12:51:10        22              313890814       99294128        56068441        
12:52:10        22              314279376       99426180        56150564        
12:53:10        22              314680838       99548255        56218425        
12:54:10        22              315080039       99676495        56291809        
12:55:10        22              315478214       99811898        56373749        
12:56:10        22              315880043       99938806        56445060        
12:56:45        22              316078356       100000012       56478566        
